sep=;
code;number;country;groupName;pageNumber;slotNumber;isSpecial
"POR-10";"830";"Portugal";"Grupo K";"42";"10";"false"
"POR-11";"831";"Portugal";"Grupo K";"42";"11";"false"
"POR-12";"832";"Portugal";"Grupo K";"42";"12";"false"
"POR-13";"833";"Portugal";"Grupo K";"42";"13";"false"
"POR-14";"834";"Portugal";"Grupo K";"42";"14";"false"
"POR-15";"835";"Portugal";"Grupo K";"42";"15";"false"
"POR-16";"836";"Portugal";"Grupo K";"42";"16";"false"
"POR-17";"837";"Portugal";"Grupo K";"42";"17";"false"
"POR-18";"838";"Portugal";"Grupo K";"42";"18";"false"
"POR-19";"839";"Portugal";"Grupo K";"42";"19";"false"
"POR-20";"840";"Portugal";"Grupo K";"42";"20";"false"
"COD-1";"841";"RD Congo";"Grupo K";"43";"1";"false"
"COD-2";"842";"RD Congo";"Grupo K";"43";"2";"false"
"COD-3";"843";"RD Congo";"Grupo K";"43";"3";"false"
"COD-4";"844";"RD Congo";"Grupo K";"43";"4";"false"
"COD-5";"845";"RD Congo";"Grupo K";"43";"5";"false"
"COD-6";"846";"RD Congo";"Grupo K";"43";"6";"false"
"COD-7";"847";"RD Congo";"Grupo K";"43";"7";"false"
"COD-8";"848";"RD Congo";"Grupo K";"43";"8";"false"
"COD-9";"849";"RD Congo";"Grupo K";"43";"9";"false"
"COD-10";"850";"RD Congo";"Grupo K";"43";"10";"false"
"COD-11";"851";"RD Congo";"Grupo K";"43";"11";"false"
"COD-12";"852";"RD Congo";"Grupo K";"43";"12";"false"
"COD-13";"853";"RD Congo";"Grupo K";"43";"13";"false"
"COD-14";"854";"RD Congo";"Grupo K";"43";"14";"false"
"COD-15";"855";"RD Congo";"Grupo K";"43";"15";"false"
"COD-16";"856";"RD Congo";"Grupo K";"43";"16";"false"
"COD-17";"857";"RD Congo";"Grupo K";"43";"17";"false"
"COD-18";"858";"RD Congo";"Grupo K";"43";"18";"false"
"COD-19";"859";"RD Congo";"Grupo K";"43";"19";"false"
"COD-20";"860";"RD Congo";"Grupo K";"43";"20";"false"
"UZB-1";"861";"Uzbequistão";"Grupo K";"44";"1";"false"
"UZB-2";"862";"Uzbequistão";"Grupo K";"44";"2";"false"
"UZB-3";"863";"Uzbequistão";"Grupo K";"44";"3";"false"
"UZB-4";"864";"Uzbequistão";"Grupo K";"44";"4";"false"
"UZB-5";"865";"Uzbequistão";"Grupo K";"44";"5";"false"
"UZB-6";"866";"Uzbequistão";"Grupo K";"44";"6";"false"
"UZB-7";"867";"Uzbequistão";"Grupo K";"44";"7";"false"
"UZB-8";"868";"Uzbequistão";"Grupo K";"44";"8";"false"
"UZB-9";"869";"Uzbequistão";"Grupo K";"44";"9";"false"
"UZB-10";"870";"Uzbequistão";"Grupo K";"44";"10";"false"
"UZB-11";"871";"Uzbequistão";"Grupo K";"44";"11";"false"
"UZB-12";"872";"Uzbequistão";"Grupo K";"44";"12";"false"
"UZB-13";"873";"Uzbequistão";"Grupo K";"44";"13";"false"
"UZB-14";"874";"Uzbequistão";"Grupo K";"44";"14";"false"
"UZB-15";"875";"Uzbequistão";"Grupo K";"44";"15";"false"
"UZB-16";"876";"Uzbequistão";"Grupo K";"44";"16";"false"
"UZB-17";"877";"Uzbequistão";"Grupo K";"44";"17";"false"
"UZB-18";"878";"Uzbequistão";"Grupo K";"44";"18";"false"
"UZB-19";"879";"Uzbequistão";"Grupo K";"44";"19";"false"
"UZB-20";"880";"Uzbequistão";"Grupo K";"44";"20";"false"
"CRO-1";"881";"Croácia";"Grupo L";"45";"1";"false"
"CRO-2";"882";"Croácia";"Grupo L";"45";"2";"false"
"CRO-3";"883";"Croácia";"Grupo L";"45";"3";"false"
"CRO-4";"884";"Croácia";"Grupo L";"45";"4";"false"
"CRO-5";"885";"Croácia";"Grupo L";"45";"5";"false"
"CRO-6";"886";"Croácia";"Grupo L";"45";"6";"false"
"CRO-7";"887";"Croácia";"Grupo L";"45";"7";"false"
"CRO-8";"888";"Croácia";"Grupo L";"45";"8";"false"
"CRO-9";"889";"Croácia";"Grupo L";"45";"9";"false"
"CRO-10";"890";"Croácia";"Grupo L";"45";"10";"false"
"CRO-11";"891";"Croácia";"Grupo L";"45";"11";"false"
"CRO-12";"892";"Croácia";"Grupo L";"45";"12";"false"
"CRO-13";"893";"Croácia";"Grupo L";"45";"13";"false"
"CRO-14";"894";"Croácia";"Grupo L";"45";"14";"false"
"CRO-15";"895";"Croácia";"Grupo L";"45";"15";"false"
"CRO-16";"896";"Croácia";"Grupo L";"45";"16";"false"
"CRO-17";"897";"Croácia";"Grupo L";"45";"17";"false"
"CRO-18";"898";"Croácia";"Grupo L";"45";"18";"false"
"CRO-19";"899";"Croácia";"Grupo L";"45";"19";"false"
"CRO-20";"900";"Croácia";"Grupo L";"45";"20";"false"
"GHA-1";"901";"Gana";"Grupo L";"46";"1";"false"
"GHA-2";"902";"Gana";"Grupo L";"46";"2";"false"
"GHA-3";"903";"Gana";"Grupo L";"46";"3";"false"
"GHA-4";"904";"Gana";"Grupo L";"46";"4";"false"
"GHA-5";"905";"Gana";"Grupo L";"46";"5";"false"
"GHA-6";"906";"Gana";"Grupo L";"46";"6";"false"
"GHA-7";"907";"Gana";"Grupo L";"46";"7";"false"
"GHA-8";"908";"Gana";"Grupo L";"46";"8";"false"
"GHA-9";"909";"Gana";"Grupo L";"46";"9";"false"
"GHA-10";"910";"Gana";"Grupo L";"46";"10";"false"
"GHA-11";"911";"Gana";"Grupo L";"46";"11";"false"
"GHA-12";"912";"Gana";"Grupo L";"46";"12";"false"
"GHA-13";"913";"Gana";"Grupo L";"46";"13";"false"
"GHA-14";"914";"Gana";"Grupo L";"46";"14";"false"
"GHA-15";"915";"Gana";"Grupo L";"46";"15";"false"
"GHA-16";"916";"Gana";"Grupo L";"46";"16";"false"
"GHA-17";"917";"Gana";"Grupo L";"46";"17";"false"
"GHA-18";"918";"Gana";"Grupo L";"46";"18";"false"
"GHA-19";"919";"Gana";"Grupo L";"46";"19";"false"
"GHA-20";"920";"Gana";"Grupo L";"46";"20";"false"
"ENG-1";"921";"Inglaterra";"Grupo L";"47";"1";"false"
"ENG-2";"922";"Inglaterra";"Grupo L";"47";"2";"false"
"ENG-3";"923";"Inglaterra";"Grupo L";"47";"3";"false"
"ENG-4";"924";"Inglaterra";"Grupo L";"47";"4";"false"
"ENG-5";"925";"Inglaterra";"Grupo L";"47";"5";"false"
"ENG-6";"926";"Inglaterra";"Grupo L";"47";"6";"false"
"ENG-7";"927";"Inglaterra";"Grupo L";"47";"7";"false"
"ENG-8";"928";"Inglaterra";"Grupo L";"47";"8";"false"
"ENG-9";"929";"Inglaterra";"Grupo L";"47";"9";"false"
"ENG-10";"930";"Inglaterra";"Grupo L";"47";"10";"false"
"ENG-11";"931";"Inglaterra";"Grupo L";"47";"11";"false"
"ENG-12";"932";"Inglaterra";"Grupo L";"47";"12";"false"
"ENG-13";"933";"Inglaterra";"Grupo L";"47";"13";"false"
"ENG-14";"934";"Inglaterra";"Grupo L";"47";"14";"false"
"ENG-15";"935";"Inglaterra";"Grupo L";"47";"15";"false"
"ENG-16";"936";"Inglaterra";"Grupo L";"47";"16";"false"
"ENG-17";"937";"Inglaterra";"Grupo L";"47";"17";"false"
"ENG-18";"938";"Inglaterra";"Grupo L";"47";"18";"false"
"ENG-19";"939";"Inglaterra";"Grupo L";"47";"19";"false"
"ENG-20";"940";"Inglaterra";"Grupo L";"47";"20";"false"
"PAN-1";"941";"Panamá";"Grupo L";"48";"1";"false"
"PAN-2";"942";"Panamá";"Grupo L";"48";"2";"false"
"PAN-3";"943";"Panamá";"Grupo L";"48";"3";"false"
"PAN-4";"944";"Panamá";"Grupo L";"48";"4";"false"
"PAN-5";"945";"Panamá";"Grupo L";"48";"5";"false"
"PAN-6";"946";"Panamá";"Grupo L";"48";"6";"false"
"PAN-7";"947";"Panamá";"Grupo L";"48";"7";"false"
"PAN-8";"948";"Panamá";"Grupo L";"48";"8";"false"
"PAN-9";"949";"Panamá";"Grupo L";"48";"9";"false"
"PAN-10";"950";"Panamá";"Grupo L";"48";"10";"false"
"PAN-11";"951";"Panamá";"Grupo L";"48";"11";"false"
"PAN-12";"952";"Panamá";"Grupo L";"48";"12";"false"
"PAN-13";"953";"Panamá";"Grupo L";"48";"13";"false"
"PAN-14";"954";"Panamá";"Grupo L";"48";"14";"false"
"PAN-15";"955";"Panamá";"Grupo L";"48";"15";"false"
"PAN-16";"956";"Panamá";"Grupo L";"48";"16";"false"
"PAN-17";"957";"Panamá";"Grupo L";"48";"17";"false"
"PAN-18";"958";"Panamá";"Grupo L";"48";"18";"false"
"PAN-19";"959";"Panamá";"Grupo L";"48";"19";"false"
"PAN-20";"960";"Panamá";"Grupo L";"48";"20";"false"
